//--------------------------------------------------------------------------------------
// GENÉRICO
//--------------------------------------------------------------------------------------
gen_err												=错误
GenesisSalidas_vpantallaprincipal_recuperandoparametros = Recuperando Parámetros...
GenesisSalidas_vmpantallafusion_remesaanulada			= La remesa fue {0}.
GenesisSalidas_vmpantallafusion_anulada					= anulada
GenesisSalidas_vmpantallafusion_modificada				= modificada
GenesisSalidas_vmpantallafusion_remesamodificada			= La remessa fue modificada. ¿Quieres recargar la remesa?
GenesisSalidas_vmpantallafusion_proximaremesamodificada			= La proxima remesa fue modificada. ¿Quieres recargar la remesa?
RYE_gen_btngrabar										= _Grabar
RYE_gen_btnBuscar										= _Buscar
RYE_app_NoFuePosibleCargarParametrosAplicacion			= No fue posible cargar los parámetros de la aplicación.
app_NavegadorWebGoogleChromeNoInstalado				= Navegador web Google Chrome no instalado.
app_ParametrosReportServiceNoInformados				= El parámetro '{0}' no fue configurado en el IAC. 
RYE_top_lbl_centro										= Recepción y Envío
RYE_top_lbl_centro_pkm										= Custodia Precintada
mnu_recepcion_ruta									= Recepción Ruta (F2)
mnu_registro_documento								= Ingreso de Remesa Externa (F3)
mnu_alocacion_documento								= Asignación Remesa (F4)
mnu_liberacion_ruta									= Liberación Ruta (F5)
mnu_liberacion_pedido_externo						= Liberación solicitudes externas (F7)
mnu_buscar_ruta										= Buscar (F2)
mnu_gravar_documento								= Grabar (F3)
mnu_nuevo_documento									= Nuevo (F2)
mnu_gravar_documento_externo						= Grabar (F3)
mnu_gravar_documento_externo_saldos					= Grabar en Saldos (F4)
mnu_excluir_documento								= Borrar (F5)
mnu_alocar_remesa									= Alocar Remesa (F3)
mnu_liberar_ruta									= Liberar Ruta (F3)
mnu_liberar_pedido_externo		   				    = Liberar Solicitudes (F3)
mnu_imprimir_rrs									= Imprimir (F10)
mnu_recepcion_ruta_simple							= Recepción Ruta Simple (F8)
mnu_asignar_solicitudes								= Asignar Solicitudes (F4)
mnu_generar_pre_informe								= Generar Pre Informe (F6)
mnu_buscar_solicitudes								= Buscar Solicitudes (F2)
mn_Armar_Contenedores_PackModular					= Armar Contenedores CustodiaPrecintada (Alt + F2)
mn_Armar_Contenedores_PackModular_En_Lote			= Armar Contenedores CustodiaPrecintada en Lote (Alt + F6)
mn_Consultar_Contenedores_PackModular = Containers Search (Alt + F9)
mn_DesarmarContenedores								= Desarmar Contenedores (Alt + F7)
mn_ExtraerContenedorPackModularAtesorado			= Extraer Contenedores Custodia Precintada Atesorado (Alt + F5)
mn_MoverContenedoresEntreClientes					= Mover Contenedores Entre Clientes (Alt + F12)
mn_MoverContenedoresEntreSectores					= Mover Contenedores Entre Sectores (Alt + F3)
mn_Movimiento_De_Contenedores 					    = Movimiento de Contenedores (Alt + F8)
RYE_000_titulo_msgbox									= Recepción y Envío
RYE_000_LogarErroMensagemEventViewer					= Error Recepción
RYE_000_titulo_msgbox_pkm									= Custodia Precintada
RYE_000_LogarErroMensagemEventViewer_pkm				= Error Custodia Precintada
RYE_000_msgerroagente									= Si no tratando de comunicarse con los Dispositivos del Agente.
RYE_lgn_titulo											= Identificación del usuario
001_titulopantalla									= Recibir Ruta
001_btnbuscar										= _Búsqueda
001_btnlimpiar										= _Limpiar
001_grbbusquedaruta									= Búsqueda Ruta
001_lbldelegacion									= Delegación LV
001_lblfecharuta									= Fecha
001_lblnumeroruta									= Número
001_lblestadoruta									= Estado
001_grbdatosruta									= Datos de la Ruta
001_lgdpendientesol									= Pendiente Envio Sol
001_lgdpendientesaldos								= Pendiente Grabación Génesis
001_lgdsindocumento									= Sin Documento
001_lblitemsruta									= OT's de la Ruta
001_rdbremesa										= Remesa
001_rdbbulto										= Bulto
001_lbldatosremesa									= Datos Remesa
001_lblsecuencia									= Sec.
001_lblnumerodocumento								= Nº Doc.
001_lblhorallegada									= Hora Llegada
001_lblhorasalida									= Hora Salida
001_lblServicioSinCustodia							= Servicio de tránsito sin custodia
001_lblorigenremesa									= Transporte
001_lblcantidaditens								= Cantidad Ítems
001_lblformato										= Formato
001_lblsubcanal										= Sub
001_lbldeclaradodivisa								= Divisa
001_lbldeclaradototal								= Total
001_lbldeclaradoefectivo							= Efectivo
001_lbldeclaradocheque								= Cheque
001_lbldeclaradoticket								= Ticket
001_lbldeclaradootros								= Otros
001_btnaltadeclarado								= _Añadir
001_btngrabadeclarado								= _Grabar
001_btngrababulto									= _Bulto
001_lbldatosbulto									= Datos Bulto
001_lblprecinto										= Precinto
001_lblcantidadparciales							= Parciales
001_lblModulos										= Módulos
001_dtgsecuencia									= Sec.
001_dtgservicio										= Servicio
001_dtgtipo											= Tipo
001_dtgclientefaturado								= Cliente Facturado
001_dtgclienteatendimento							= Cliente Atendimiento
001_dtgcentro										= Centro
001_dtgpunto										= Punto
001_dtginicioprogramado						= Inicio Programado
001_dtgprocesargenesis								= Con Proceso
001_dtgsinmovimiento								= Sin Mov.
001_dtgproducto										= Producto
001_lblremesatemsruta								= Remesas alocadas en la Ruta
001_lbldocumentocliente								= Doc. Cliente
001_dtgnumerodocumento								= Nº Documento
001_dtgnumeroserie									= Serie
001_dtgcantidadbultos								= Bultos
001_dtgdeclaradototal								= Declarado Total
001_lblbultoremesatemsruta							= Bultos/Módulos alocados en la Remesa
001_dtgprecintobulto								= Precinto Bulto
001_dtgFormato                                      = Formato
001_dtgCant											= Cant
001_usuario_nao_autenticado							= No se puede autenticar el usuario. Compruebe el nombre de usuario y la contraseña informado.
001_sesion_activa									= No se puede realizar el inicio de sesión, como ya hay una sesión válida para el usuario informado.
001_msgerrogenerico									= Se ha producido un error de aplicación.
001_validar_divisa_informada						= La divisa debe ser informada.
001_validar_fecha_ruta								= La fecha de la ruta debe ser informada.
001_validar_numero_ruta								= El número de la ruta se debe informado.
001_ot_no_encontrada								= No fue encontrado Orden de Trabajo para la secuencia informada.
001_ruta_no_encontrada								= La ruta no fue encontrada.
001_ruta_concluida									= Ruta ya fue concluida.
001_ruta_ot_no_encontrada							= No fue encontrada Orden de Trabajo para la ruta informada.
001_remesa_no_encontrada							= Remesa no encontrada.
001_msgbuscarremesasnoenviadassol					= ¿Desea rellenar las Ordenes de Trabajos con las remesas que no fueron enviadas a SOL?
001_msgnumerodocumentoinvalido						= ¡Número de documento no válido!
001_msgremesanoencuentrada							= No fue encontrada ninguna remesa.
001_msgDocumentoOTEntrega							= Documento ya existe en otra OT
001_msgremesaenmodificacion							= ¡Remesa en edición! ¿Está seguro que desea cancelar la edición?
001_msgbultoenmodificacion							= ¡Bulto en edición! ¿Está seguro que desea cancelar la edición?
001_msgdeclaradoenmodificacion						= ¡Declarado edición! ¿Está seguro que desea cancelar la edición?
001_msgcambiarsecuenciaremesa						= ¿Desea cambiar la secuencia de la remesa?
001_dtgtipomercancia								= Tipo Mercancia
001_Sim												= Si
001_No												= No
001_lbltotalizaEn									= Totaliza en
001_totalizador_nao_encontrado						= Totalizador de saldo no encontrado
001_clientetot_nao_encontrado						= El cliente totalizador no está registrado entre los clientes de IAC
001_estado_pendiente_ingresar						= Pendiente ingresar
001_estado_devuelto									= Devuelto
001_estado_realizado								= Realizado
001_estado_contado									= Contado
001_estado_liberado									= Liberado
001_estado_noliberado								= No liberado
001_ingresar_remesa_ot_anulada						= No es posible ingresar remesas en la OT, porque la misma fue anulada.
001_ingresar_remesa_ot_sin_movimiento				= No es posible ingresar remesas en la OT, porque la misma no permite movimientos.
001_ingresar_remesa_no_liberada						= Remesa aún no fue liberada para ser ingresada.
001_ingresar_remesa_contado							= No es posible cambiar los datos de la remesa, porque su estado actual es contado.
001_precinto_leeido									= El precinto leeido ya fue ingresado en Saldos y Sol.
001_documento_leeido								= El documento leeido ya fue ingresado en Saldos y Sol.
001_estadoGE										= Estado GE
001_estadoLV										= Estado LV
001_validar_imprimir								= Seleccione las remesas que desea imprimir!

002_titulopantalla									= Registrar Remesa Externa
002_lbldatosremesa									= Datos Remesa
002_lblorigenremesa									= Transporte
002_lblfecharecebimento								= D. Recibimiento
002_lblclientefaturado								= Cliente Facturado
002_lblcliente										= Cliente
002_lblsubcliente									= Sub Cliente
002_lblptoservicio									= Punto Servicio
002_lblsector										= Sector
002_lblcanal										= Canal
002_lblsubcanal										= Sub Canal
002_lblnumerodocumento								= Nº Documento
002_lblcantidadbultos								= Cant. Ítems
002_lbltotalizaEn									= Totaliza En
002_lblformato										= Formato
002_lblservicio										= Servicio
002_lblhorallegada									= Hora Llegada
002_lblhorasalida									= Hora Salida
002_dtgdeclaradoremesa								= Declarado Remesa
002_dtgdeclaradobulto								= Declarado Bulto
002_dtgdeclaradodivisa								= Divisa
002_lbldeclaradodivisa								= Divisa
002_lbldeclaradototal								= Total
002_lbldeclaradoefectivo							= Efectivo
002_lbldeclaradocheque								= Cheque
002_lbldeclaradoticket								= Ticket
002_lbldeclaradootros								= Otros
002_lblremesas										= Remesas
002_lblsectordestino								= Sector Destino
002_lbltodos										= Todos
002_dtgnumerodocumento								= Nº Documento
002_lblnumeroserie									= Serie
002_dtgcantidadbultos								= Bultos
002_dtgdeclaradototal								= Declarado Total
002_dtgitems										= Ítems
002_lblcantidaddocumento							= Cantidad Documento
002_lbldatosbulto									= Datos Bulto
002_lblprecinto										= Precinto
002_lblcantidadparciales							= Parciales
002_dtgprecintobulto								= Precinto
002_dtgcantidadparciales							= Cant. Parciales
002_dtgdeclaradototalbulto							= Declarado Total
002_lblbultosremesa									= Bultos de la Remesa
002_btnaltabulto									= _Adicionar
002_btngrababulto									= _Grabar
002_validar_divisa_informada						= La divisa debe ser informada.
002_msgcantidadbultoinvalida						= La cantidad de bultos declarados para la Remesa es diferente de la cantidad existente de bultos en la Remesa.
002_msgcantidadbultozero						= La remesa deberá tener por lo menos un bulto.
002_msgdocumentonoseleccionado						= No hay documento seleccionado.
002_msgborrardocumentos								= ¿Tiene certeza que desea borrar los documentos?
002_msg_si											= Sí
002_msg_no											= No
002_msg_remesa_enviada								= Las remesas enviadas con éxito.
002_lblcodigoatm									= Código ATM
002_msgatmnaoexiste							= ATM informado no existe
002_msg_precinto_duplicado							= La remesa '{0}' está con el precinto '{1}' duplicado.

RYE_003_titulo											= Búsqueda de {0}
003_lblfiltro										= Filtro
003_lblcodigo										= Código
003_lbldescripcion									= Descripción
003_lblptoservicio									= Punto Servicio
003_lblclientes										= Clientes
003_lblsubclientes									= Sub Clientes
003_lblptoservicios									= Puntos de Servicios
003_btnbuscar										= _Buscar
003_btnlimpiar										= _Limpiar
003_btnaceptar										= _Aceptar
003_btnsalir										= _Salir
003_validar_item_selecionado						= El {0} debe ser seleccionado.
003_filtro_no_informado								= El filtro debe ser informado.
003_item_no_encontrado								= No fue encontrado ningún {0} el filtro informado.
RYE_004_titulo										= Búsqueda de {0}
004_lblfiltro										= Filtro
004_lblcodigo										= Código
004_lbldescripcion									= Descripción
004_lblemisor										= Emisor
004_lblemisores										= Emisores
004_btnbuscar										= _Buscar
004_btnlimpiar										= _Limpiar
004_btnaceptar										= _Aceptar
004_btnsalir										= _Salir
004_validar_item_selecionado						= El {0} debe ser seleccionado.
004_filtro_no_informado								= El filtro debe ser informado.
004_item_no_encontrado								= No fue encontrado ningún Emisor para el filtro informado.
RYE_005_titulo											= Búsqueda de {0}
005_lblfiltro										= Filtro
005_lblcodigo										= Código
005_lbldescripcion									= Descripción
005_lblsector										= Sector
005_lblsectores										= Sectores
005_btnbuscar										= _Buscar
005_btnlimpiar										= _Limpiar
005_btnaceptar										= _Aceptar
005_btnsalir										= _Salir
005_validar_item_selecionado						= El {0} debe ser seleccionado.
005_filtro_no_informado								= El filtro debe ser informado.
005_item_no_encontrado								= No fue encontrado ningún Emisor para el filtro informado.
006_titulo											= Búsqueda de {0}
006_lblfiltro										= Filtro
006_lblcodigo										= Código
006_lbldescripcion									= Descripción
006_lblcanal										= Canal
006_lblsubcanal										= Sub Canal
006_lblcanales										= Canales
006_lblsubcanales									= Sub Canales
006_btnbuscar										= _Buscar
006_btnlimpiar										= _Limpiar
006_btnaceptar										= _Aceptar
006_btnsalir										= _Salir
006_validar_item_selecionado						= El {0} debe ser seleccionado.
006_filtro_no_informado								= El filtro debe ser informado.
006_item_no_encontrado								= No fue encontrado ningún {0} para el filtro informado.
RYE_007_titulo											= Canal / SubCanal / Sector
007_lblfiltro										= Filtro
007_lblcanal										= Canal
007_lblsubcanal										= Sub Canal
007_lblsector										= Sector
007_btnaceptar										= _Aceptar
007_btnsalir										= _Salir
007_validar_item_selecionado						= El {0} debe ser seleccionado.
RYE_008_titulo											= Declarado Detallado
008_gpbbillete										= Billete
008_gpbmoneda										= Moneda
008_lbltotalgeneral									= Total General
008_lbltotal										= Total
008_lbldivisa										= Divisa
008_lbldenominacion									= Denominación
008_lblcantidad										= Cantidad
008_lblvalor										= Valor
008_btnalta											= _Alta
008_btnlimpiar										= _Limpiar
008_btnaceptar										= _Aceptar
008_btnsalir										= _Salir
008_valor_no_informado								= El {0} debe ser informado.
008_importe_total_diferente_detallado				= ¿El 'Declarado Detallado' está diferente del 'Declarado Total'. Desea actualizar el 'Declarado Total'?
008_importe_total_diferente_medio_pago				= 'Declarado detallado' diferente del declarado total para (efectivo, cheque, ticket, Otros Valores). ¿Desea actualizar el declarado total de (efectivo, cheque, ticket, Otros Valores)?
008_codtipob										= Cheque
008_codtipoc										= Tarjeta
008_codtipoa										= Ticket
008_codtipo										= Otro Valor
009_titulo											= Ítems
009_gpbitems										= Ítems
009_lblcodigo										= Código
009_lblitems										= Ítems
009_lblcantidad										= Cantidad
009_lblvalor										= Valor
009_lblformato										= Formato
009_btnalta											= _Alta
009_btnaceptar										= _Aceptar
009_btnsalir										= _Salir
009_valor_no_informado								= El {0} debe ser informado.
009_importe_total_diferente_itens					= El 'Declarado de Ítems' está diferente de lo 'Declarado Total'. Desea actualizar el 'Declarado Total'?
010_titulo											= Seleccionar Remesa
010_gpbremesa										= Remesas
010_lblremesa										= Remesa
010_dtgsecuencia									= Sec.
010_dtgservicio										= Servicio
010_dtgnumerodocumento								= Nº Documento
010_dtgnumeroserie									= Serie
010_dtgcantidadbultos								= Bultos
010_dtgdeclaradototal								= Declarado Total
010_btnaceptar										= _Aceptar
010_btnsalir										= _Salir
010_valor_no_informado								= El {0} debe ser informado.
011_titulopantalla									= Liberar Ruta
RYE_011_titulo										= Largada de Ruta
011_lblFechaServicio    							= Fecha Servicio
011_lblTotalLargada									= Total General
011_lblNumeroRuta									= Número Ruta
011_lblEstadoRuta                                   = Estado Ruta
011_lblSector                                       = Sector
011_gpbBusqueda										= Búsqueda
011_gpbRemesaItemsRuta						        = Ítems de la Ruta
011_lbldelegacion									= Delegación LV
011_dtgSecuencia									= Sec.
011_dtgServicio										= Servicio
011_dtgOrigenDocumento								= Transporte
011_dtgCantidadBultos 								= Bultos
011_dtgTotal			        					= Total
011_dtgPrecintoRemesa	        					= Documento
011_dtgSerie        	        					= Serie
